加工顺序,xi_um,median_depth_um
51,10.19446814,0.04689002028
51,10.51841794,0.04689002028
60,-11.54694113,-0.1955410369
60,-11.22964433,-0.1955410369
60,-10.91234754,-0.1955410369
60,-10.59505074,-0.1955410369
60,-10.27775394,-0.1955410369
60,-9.960457142,-0.1955410369
60,-9.643160344,-0.1337914913
60,-9.325863546,-0.07235890702
60,-9.008566748,-0.1324057878
60,-8.69126995,-0.1352732035
60,-8.373973152,-0.02197355116
60,-8.056676354,-0.05032099327
60,-7.739379556,-0.09671250973
60,-7.422082758,-0.1085861813
60,-7.10478596,-0.2039518062
60,-6.787489162,-0.01417457854
60,-6.470192364,-0.01893931982
60,-6.152895566,0.1155584428
60,-5.835598768,0.1855098858
60,-5.51830197,0.1790490561
60,-5.201005172,0.39726378
60,-4.883708374,0.4415070775
60,-4.566411576,0.9030093052
60,-4.249114778,1.036939207
60,-3.93181798,1.159136078
60,-3.614521182,1.248532058
60,-3.297224384,0.9864976811
60,-2.979927586,1.545676237
60,-2.662630788,1.625021326
60,-2.34533399,1.707723545
60,-2.028037192,1.646187386
60,-1.710740394,1.849418179
60,-1.393443596,1.831290942
60,-1.076146798,1.644599425
60,-0.7588499999,1.675052545
60,-0.4415532019,1.580352527
60,-0.1242564039,1.411042259
60,0.1930403941,1.259725734
60,0.5103371921,0.9091770707
60,0.8276339901,0.8296016162
60,1.144930788,0.7531743788
60,1.462227586,0.5598167848
60,1.779524384,0.3360895474
60,2.096821182,0.2357356339
60,2.41411798,0.3230506879
60,2.731414778,0.2076538071
60,3.048711576,0.1028265774
60,3.366008374,0.1212127276
60,3.683305172,-0.002620757835
60,4.00060197,-0.04728728206
60,4.317898768,-0.1024555892
60,4.635195566,-0.2311298143
60,4.952492364,-0.3025248053
60,5.269789162,-0.2680341823
60,5.58708596,-0.2936551716
60,5.904382758,-0.2636020524
60,6.221679556,-0.2566846464
60,6.538976354,-0.2060502792
60,6.856273152,-0.21084716
60,7.17356995,-0.1652201556
60,7.490866748,-0.1237059853
60,7.808163546,-0.1096427142
60,8.125460344,-0.1096427142
60,8.442757142,-0.1096427142
68,-10.13803689,0.08993469499
68,-9.818900173,0.08993469499
68,-9.499763456,0.08993469499
68,-9.18062674,0.1069425983
68,-8.861490023,0.1069425983
68,-8.542353306,0.1023028803
68,-8.22321659,0.07683324892
68,-7.904079873,0.0621945316
68,-7.584943157,0.08266008244
68,-7.26580644,0.08656315029
68,-6.946669724,0.1154522341
68,-6.627533007,0.1633106597
68,-6.308396291,0.3776566771
68,-5.989259574,0.7677869709
68,-5.670122858,1.141295024
68,-5.350986141,1.569206268
68,-5.031849425,1.939186814
68,-4.712712708,2.404804455
68,-4.393575991,2.883931586
68,-4.074439275,3.436988953
68,-3.755302558,3.932026564
68,-3.436165842,4.585852736
68,-3.117029125,5.144950174
68,-2.797892409,5.661086812
68,-2.478755692,6.164084044
68,-2.159618976,6.632759783
68,-1.840482259,6.994482526
68,-1.521345543,7.296098644
68,-1.202208826,7.540522115
68,-0.8830721095,7.714768235
68,-0.563935393,7.889677956
68,-0.2447986765,8.026016156
68,0.07433804007,8.042085292
68,0.3934747566,8.023080117
68,0.7126114731,7.889744418
68,1.03174819,7.837194468
68,1.350884906,7.721129694
68,1.670021623,7.540416349
68,1.989158339,7.243066023
68,2.308295056,6.81483708
68,2.627431772,6.278851086
68,2.946568489,5.765340169
68,3.265705205,5.146303675
68,3.584841922,4.378362779
68,3.903978639,3.77757529
68,4.223115355,3.07991932
68,4.542252072,2.364472799
68,4.861388788,1.820163133
68,5.180525505,1.288473298
68,5.499662221,0.803865428
68,5.818798938,0.4446017216
68,6.137935654,0.2215083965
68,6.457072371,0.1520220191
68,6.776209087,0.1179325287
68,7.095345804,0.1164376807
68,7.41448252,0.1099497802
68,7.733619237,0.09459941868
68,8.052755954,0.1012916592
68,8.37189267,0.1255901193
68,8.691029387,0.1203005351
68,9.010166103,0.1108127346
68,9.32930282,0.1116145911
68,9.648439536,0.1116145911
68,9.967576253,0.1116145911
94,-10.41114276,0.04400670741
94,-10.09818558,0.04400670741
94,-9.785228399,0.0430619033
94,-9.472271216,0.02829160273
94,-9.159314033,0.02736607607
94,-8.84635685,0.02383353164
94,-8.533399667,0.03194018651
94,-8.220442484,0.04418967334
94,-7.907485301,0.03637416872
94,-7.594528118,0.05726608757
94,-7.281570935,0.06551139766
94,-6.968613752,0.0799114106
94,-6.655656569,0.07778502908
94,-6.342699386,0.07366141743
94,-6.029742203,0.06038593679
94,-5.71678502,0.07755997317
94,-5.403827837,0.09206803095
94,-5.090870654,0.09851564088
94,-4.777913471,0.1343298156
94,-4.464956288,0.2008095319
94,-4.151999105,0.4953284464
94,-3.839041922,1.255346377
94,-3.526084739,2.014245854
