dataset_index,session_id,measurement_id,sample_id,shared_height_source_id,roi_within_measurement,session_role,design_group,processing_order,x_position_um,y_position_um,compressor_steps,pulse_duration_fs,pulse_duration_calibration_id,pulse_duration_calibration_version,frequency_kHz,hatch_spacing_um,pass_count,velocity_mm_s,valid_fraction,repair_fraction,median_depth_um,residual_Sq_um,plane_rmse_um,plane_status,measured_power_W,nominal_software_power_W,power_measurement_source,power_measurement_version,constant_power_assumption,pulse_energy_proxy_uJ,scan_spacing_um,areal_pulse_density_per_mm2,areal_dose_proxy_J_per_mm2,quad_key,base_condition_group,cv_process_group,phase1_global_loco_rank,phase1_global_loco_angle_deg
117,zro2_120_formal,118,118,zro2_120_formal:m118,single,formal,,118,-5700.0,3800.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,2.0,1,3,1.0,0.0,6.4736,2.3091,0.2032669725583032,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.015,33333333.333333332,888.8833333333333,6000:200:2:3,F118,FQ:6000:200:2:3|N1,30,0.24346949336663895
118,zro2_120_formal,119,119,zro2_120_formal:m119,single,formal,,119,-5700.0,3200.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,4.0,3,9,1.0,0.000546875,46.1205,2.9279,0.2151287307458654,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.045,16666666.666666666,444.4416666666667,6000:200:4:9,F119,FQ:6000:200:4:9|N3,18,0.769031103672448
119,zro2_120_formal,120,120,zro2_120_formal:m120,single,formal,,120,-5700.0,2600.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,6.0,5,3,1.0,0.0,49.9109,1.0269,0.2307341881914067,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.015,55555555.55555555,1481.4722222222222,6000:200:6:3,F120,FQ:6000:200:6:3|N5,52,0.09113373908437346
120,zro2_20_supplement,1,1,zro2_20_supplement:m001,slot_1,pass_supplement,S01,1,-4100.0,-8000.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,10.0,5,20,1.0,0.0,8.9544,0.5974,0.3810564490281424,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,4.0,125000.0,133.3325,223:5:10:20,T01,BASE:T01,70,0.050405029335257576
121,zro2_20_supplement,1,2,zro2_20_supplement:m001,slot_2,pass_supplement,S01,2,-4100.0,-8500.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,10.0,6,20,1.0,0.0,10.9478,0.4707,0.3810564490281424,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,4.0,150000.0,159.99900000000002,223:5:10:20,T01,BASE:T01,70,0.050405029335257576
122,zro2_20_supplement,2,3,zro2_20_supplement:m002,slot_1,pass_supplement,S09,3,-4100.0,-9000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,5,20,1.0,0.0,17.1229,0.7383,0.3681602278194375,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,2.0,250000.0,133.3325,4000:10:10:20,T14,BASE:T14,55,0.0861683649911741
123,zro2_20_supplement,2,4,zro2_20_supplement:m002,slot_2,pass_supplement,S09,4,-4100.0,-9500.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,6,20,1.0,0.0,19.3299,0.7088,0.3681602278194375,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,2.0,300000.0,159.99900000000002,4000:10:10:20,T14,BASE:T14,55,0.0861683649911741
124,zro2_20_supplement,3,5,zro2_20_supplement:m003,slot_1,pass_supplement,S05,5,-4100.0,-10000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,5,25,1.0,0.0,47.4393,1.679,0.3290134929697962,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,1333333.3333333333,177.77666666666667,1000:40:6:25,T08,BASE:T08,25,0.38441519585146783
125,zro2_20_supplement,3,6,zro2_20_supplement:m003,slot_2,pass_supplement,S05,6,-4100.0,-10500.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,6,25,1.0,0.000546875,52.2079,0.5863,0.3290134929697962,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,1600000.0,213.33200000000002,1000:40:6:25,T08,BASE:T08,25,0.38441519585146783
126,zro2_20_supplement,4,7,zro2_20_supplement:m004,slot_1,pass_supplement,S02,7,-4100.0,-11000.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,5,25,1.0,0.003828125,49.354,0.9146,0.3901249490530792,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,1000000.0,266.665,223:20:4:25,T02,BASE:T02,36,0.15582997269535506
127,zro2_20_supplement,4,8,zro2_20_supplement:m004,slot_2,pass_supplement,S02,8,-4100.0,-11500.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,6,25,1.0,0.0,52.27,0.7817,0.3901249490530792,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,1200000.0,319.99800000000005,223:20:4:25,T02,BASE:T02,36,0.15582997269535506
128,zro2_20_supplement,5,9,zro2_20_supplement:m005,slot_1,pass_supplement,S03,9,-4100.0,-12000.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,6.0,5,15,1.0,0.0001953125,40.7252,0.8845,0.3276729412678661,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,1111111.111111111,296.2944444444444,500:20:6:15,T06,BASE:T06,31,0.2426105574970191
129,zro2_20_supplement,5,10,zro2_20_supplement:m005,slot_2,pass_supplement,S03,10,-4100.0,-12500.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,6.0,6,15,1.0,0.0002734375,42.3187,0.9099,0.3276729412678661,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,1333333.3333333333,355.55333333333334,500:20:6:15,T06,BASE:T06,31,0.2426105574970191
130,zro2_20_supplement,6,11,zro2_20_supplement:m006,slot_1,pass_supplement,S08,11,-4100.0,-13000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,8.0,5,10,1.0,0.0,9.9757,0.4954,0.3458211702053543,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,2.0,312500.0,333.33125,4000:5:8:10,T13,BASE:T13,77,0.0377861210111794
131,zro2_20_supplement,6,12,zro2_20_supplement:m006,slot_2,pass_supplement,S08,12,-4100.0,-13500.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,8.0,6,10,1.0,0.0,11.856,0.5506,0.3458211702053543,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,2.0,375000.0,399.99750000000006,4000:5:8:10,T13,BASE:T13,77,0.0377861210111794
132,zro2_20_supplement,7,13,zro2_20_supplement:m007,slot_1,pass_supplement,S07,13,-4100.0,-14000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,5,5,1.0,0.0,32.688,0.3301,0.3269288545985341,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,1250000.0,666.6625,2000:10:8:5,T12,BASE:T12,66,0.06387576456033378
133,zro2_20_supplement,7,14,zro2_20_supplement:m007,slot_2,pass_supplement,S07,14,-4100.0,-14500.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,6,5,1.0,0.0,34.7831,0.3217,0.3269288545985341,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,1500000.0,799.9950000000001,2000:10:8:5,T12,BASE:T12,66,0.06387576456033378
134,zro2_20_supplement,8,15,zro2_20_supplement:m008,slot_1,pass_supplement,S10,15,-4100.0,-15000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,5,15,1.0,0.0006640625,40.9119,0.481,0.4013066487953626,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,3333333.3333333335,888.8833333333333,4000:20:2:15,T15,BASE:T15,62,0.0695502594501677
135,zro2_20_supplement,8,16,zro2_20_supplement:m008,slot_2,pass_supplement,S10,16,-4100.0,-15500.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,6,15,1.0,0.0,40.9057,0.3612,0.4013066487953626,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,4000000.0,1066.66,4000:20:2:15,T15,BASE:T15,62,0.0695502594501677
136,zro2_20_supplement,9,17,zro2_20_supplement:m009,slot_1,pass_supplement,S04,17,-4100.0,-16000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,5,10,1.0,0.0,17.7978,0.6845,0.3321911887741586,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.0,500000.0,1333.325,1000:2:2:10,T07,BASE:T07,34,0.17168623905323693
137,zro2_20_supplement,9,18,zro2_20_supplement:m009,slot_2,pass_supplement,S04,18,-4100.0,-16500.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,6,10,1.0,0.0002734375,21.2544,0.6624,0.3321911887741586,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.0,600000.0,1599.9900000000002,1000:2:2:10,T07,BASE:T07,34,0.17168623905323693
138,zro2_20_supplement,10,19,zro2_20_supplement:m010,slot_1,pass_supplement,S06,19,-4100.0,-17000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,5,5,1.0,0.0,28.9433,0.6025,0.3250212962461884,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,2.5,1000000.0,2666.65,2000:2:2:5,T10,BASE:T10,73,0.04631592700306868
139,zro2_20_supplement,10,20,zro2_20_supplement:m010,slot_2,pass_supplement,S06,20,-4100.0,-17500.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,6,5,1.0,0.0,32.6052,0.1981,0.3250212962461884,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,2.5,1200000.0,3199.9800000000005,2000:2:2:5,T10,BASE:T10,73,0.04631592700306868
140,zro2_60_pass,1,1,zro2_60_pass:m001,slot_1,pass_main,T03,1,-1100.0,-17600.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,4.0,1,20,1.0,0.0,3.3935,0.9591,0.4511521959357226,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.5,500000.0,66.66625,223:40:4:20,T03,BASE:T03,83,0.03343961649605279
141,zro2_60_pass,1,2,zro2_60_pass:m001,slot_2,pass_main,T03,2,-1100.0,-18000.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,4.0,2,20,1.0,0.0,35.7216,0.6944,0.4511521959357226,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.5,1000000.0,133.3325,223:40:4:20,T03,BASE:T03,83,0.03343961649605279
142,zro2_60_pass,2,3,zro2_60_pass:m002,slot_1,pass_main,T03,3,-1100.0,-18400.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,4.0,3,20,1.0,0.0009765625,44.4284,0.9281,0.417975654580326,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.5,1500000.0,199.99875000000003,223:40:4:20,T03,BASE:T03,56,0.07746419143690053
143,zro2_60_pass,2,4,zro2_60_pass:m002,slot_2,pass_main,T03,4,-1100.0,-18800.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,4.0,4,20,1.0,0.002109375,50.9061,1.0504,0.417975654580326,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.5,2000000.0,266.665,223:40:4:20,T03,BASE:T03,56,0.07746419143690053
144,zro2_60_pass,3,5,zro2_60_pass:m003,slot_1,pass_main,T15,5,-1100.0,-19200.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,4,15,1.0,0.000546875,40.296,1.037,0.6076265225188313,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,2666666.6666666665,711.1066666666667,4000:20:2:15,T15,BASE:T15,69,0.05099900832652667
145,zro2_60_pass,3,6,zro2_60_pass:m003,slot_2,pass_main,T15,6,-1100.0,-19600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,2,15,1.0,0.000234375,30.3235,0.6497,0.6076265225188313,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,1333333.3333333333,355.55333333333334,4000:20:2:15,T15,BASE:T15,69,0.05099900832652667
146,zro2_60_pass,4,7,zro2_60_pass:m004,slot_1,pass_main,T15,7,-1100.0,-20000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,3,15,1.0,0.0015625,36.1399,0.6594,0.6249142666981977,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,2000000.0,533.33,4000:20:2:15,T15,BASE:T15,42,0.13437004764662197
147,zro2_60_pass,4,8,zro2_60_pass:m004,slot_2,pass_main,T15,8,-1100.0,-20400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,1,15,1.0,0.001875,18.3309,1.6758,0.6249142666981977,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,666666.6666666666,177.77666666666667,4000:20:2:15,T15,BASE:T15,42,0.13437004764662197
148,zro2_60_pass,5,9,zro2_60_pass:m005,slot_1,pass_main,T08,9,-1100.0,-20800.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,2,25,1.0,0.0,29.4464,0.7339,0.776245029986886,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,533333.3333333334,71.11066666666667,1000:40:6:25,T08,BASE:T08,24,0.3956517757181916
149,zro2_60_pass,5,10,zro2_60_pass:m005,slot_2,pass_main,T08,10,-1100.0,-21200.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,1,25,1.0,0.004609375,3.9601,2.6623,0.776245029986886,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,266666.6666666667,35.55533333333334,1000:40:6:25,T08,BASE:T08,24,0.3956517757181916
150,zro2_60_pass,6,11,zro2_60_pass:m006,slot_1,pass_main,T08,11,-1100.0,-21600.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,3,25,1.0,0.0,38.5678,0.6965,0.4050131318267661,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,800000.0,106.66600000000001,1000:40:6:25,T08,BASE:T08,71,0.049289476263693136
151,zro2_60_pass,6,12,zro2_60_pass:m006,slot_2,pass_main,T08,12,-1100.0,-22000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,4,25,1.0,0.00296875,44.2194,0.7665,0.4050131318267661,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,1066666.6666666667,142.22133333333335,1000:40:6:25,T08,BASE:T08,71,0.049289476263693136
152,zro2_60_pass,7,13,zro2_60_pass:m007,slot_2,pass_main,T02,13,-1500.0,-22000.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,4,25,1.0,0.0,43.127,0.7471,0.384148031035008,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,800000.0,213.332,223:20:4:25,T02,BASE:T02,5,12.510204094686959
153,zro2_60_pass,7,14,zro2_60_pass:m007,slot_1,pass_main,T02,14,-1500.0,-21600.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,1,25,1.0,0.01109375,0.0514,8.1221,0.384148031035008,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,200000.0,53.333,223:20:4:25,T02,BASE:T02,5,12.510204094686959
154,zro2_60_pass,8,15,zro2_60_pass:m008,slot_2,pass_main,T02,15,-1500.0,-21200.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,2,25,1.0,0.0033203125,26.9237,6.446,0.3772504257249813,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,400000.0,106.666,223:20:4:25,T02,BASE:T02,3,12.951873194939845
155,zro2_60_pass,8,16,zro2_60_pass:m008,slot_1,pass_main,T02,16,-1500.0,-20800.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,3,25,1.0,0.000625,37.0013,2.3616,0.3772504257249813,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,600000.0,159.99900000000002,223:20:4:25,T02,BASE:T02,3,12.951873194939845
156,zro2_60_pass,9,17,zro2_60_pass:m009,slot_2,pass_main,T12,17,-1500.0,-20400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,4,5,1.0,0.0,28.7588,0.4046,0.7329992975040549,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,1000000.0,533.33,2000:10:8:5,T12,BASE:T12,48,0.10239036675000249
157,zro2_60_pass,9,18,zro2_60_pass:m009,slot_1,pass_main,T12,18,-1500.0,-20000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,2,5,1.0,0.0,16.2982,1.1441,0.7329992975040549,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,500000.0,266.665,2000:10:8:5,T12,BASE:T12,48,0.10239036675000249
158,zro2_60_pass,10,19,zro2_60_pass:m010,slot_2,pass_main,T12,19,-1500.0,-19600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,3,5,1.0,0.0,23.4702,0.3969,0.4871751784258262,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,750000.0,399.99750000000006,2000:10:8:5,T12,BASE:T12,49,0.09461232603383674
159,zro2_60_pass,10,20,zro2_60_pass:m010,slot_1,pass_main,T12,20,-1500.0,-19200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,1,5,1.0,0.0,8.4816,0.8281,0.4871751784258262,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,250000.0,133.3325,2000:10:8:5,T12,BASE:T12,49,0.09461232603383674
160,zro2_60_pass,11,21,zro2_60_pass:m011,slot_2,pass_main,T05,21,-1500.0,-18800.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,1,5,1.0,0.0,9.4616,0.6725,1.1021209481362473,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,250000.0,133.3325,500:10:8:5,T05,BASE:T05,65,0.06504253591518505
161,zro2_60_pass,11,22,zro2_60_pass:m011,slot_1,pass_main,T05,22,-1500.0,-18400.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,2,5,1.0,0.0,17.772,0.5462,1.1021209481362473,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,500000.0,266.665,500:10:8:5,T05,BASE:T05,65,0.06504253591518505
162,zro2_60_pass,12,23,zro2_60_pass:m012,slot_2,pass_main,T05,23,-1500.0,-18000.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,4,5,1.0,0.0,30.9608,1.9061,0.3687050543451622,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,1000000.0,533.33,500:10:8:5,T05,BASE:T05,22,0.5103204724854179
163,zro2_60_pass,12,24,zro2_60_pass:m012,slot_1,pass_main,T05,24,-1500.0,-17600.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,3,5,1.0,0.0,25.3133,0.5229,0.3687050543451622,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,750000.0,399.99750000000006,500:10:8:5,T05,BASE:T05,22,0.5103204724854179
164,zro2_60_pass,13,25,zro2_60_pass:m013,slot_1,pass_main,T14,25,-1900.0,-17600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,3,20,1.0,0.0,11.0416,0.8539,1.031818931490603,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,2.0,150000.0,79.99950000000001,4000:10:10:20,T14,BASE:T14,50,0.0930207102690766
165,zro2_60_pass,13,26,zro2_60_pass:m013,slot_2,pass_main,T14,26,-1900.0,-18000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,2,20,1.0,0.0,7.957,0.9876,1.031818931490603,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,2.0,100000.0,53.333,4000:10:10:20,T14,BASE:T14,50,0.0930207102690766
166,zro2_60_pass,14,27,zro2_60_pass:m014,slot_1,pass_main,T14,27,-1900.0,-18400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,1,20,1.0,0.0,2.3888,1.3387,0.4391797089524638,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,2.0,50000.0,26.6665,4000:10:10:20,T14,BASE:T14,9,3.005845973997325
167,zro2_60_pass,14,28,zro2_60_pass:m014,slot_2,pass_main,T14,28,-1900.0,-18800.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,4,20,1.0,0.0,15.4212,3.7379,0.4391797089524638,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,2.0,200000.0,106.666,4000:10:10:20,T14,BASE:T14,9,3.005845973997325
168,zro2_60_pass,15,29,zro2_60_pass:m015,slot_1,pass_main,T10,29,-1900.0,-19200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,2,5,1.0,0.0,12.6613,0.3282,0.4585803850136391,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,2.5,400000.0,1066.66,2000:2:2:5,T10,BASE:T10,80,0.03603339903328263
169,zro2_60_pass,15,30,zro2_60_pass:m015,slot_2,pass_main,T10,30,-1900.0,-19600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,3,5,1.0,0.0,19.7162,0.2405,0.4585803850136391,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,2.5,600000.0,1599.9900000000002,2000:2:2:5,T10,BASE:T10,80,0.03603339903328263
170,zro2_60_pass,16,31,zro2_60_pass:m016,slot_1,pass_main,T10,31,-1900.0,-20000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,1,5,1.0,0.0,6.387,0.2484,0.4445519051885325,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,2.5,200000.0,533.33,2000:2:2:5,T10,BASE:T10,100,0.022076744632549206
171,zro2_60_pass,16,32,zro2_60_pass:m016,slot_2,pass_main,T10,32,-1900.0,-20400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,4,5,1.0,0.0,25.5787,0.1821,0.4445519051885325,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,2.5,800000.0,2133.32,2000:2:2:5,T10,BASE:T10,100,0.022076744632549206
172,zro2_60_pass,17,33,zro2_60_pass:m017,slot_1,pass_main,T01,33,-1900.0,-20800.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,10.0,2,20,1.0,0.0,3.1857,0.5517,0.3424332859491952,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,4.0,50000.0,53.333,223:5:10:20,T01,BASE:T01,86,0.030861942676946252
173,zro2_60_pass,17,34,zro2_60_pass:m017,slot_2,pass_main,T01,34,-1900.0,-21200.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,10.0,3,20,1.0,0.0,5.0919,0.5273,0.3424332859491952,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,4.0,75000.0,79.99950000000001,223:5:10:20,T01,BASE:T01,86,0.030861942676946252
174,zro2_60_pass,18,35,zro2_60_pass:m018,slot_1,pass_main,T01,35,-1900.0,-21600.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,10.0,1,20,1.0,0.0,1.2932,0.4299,0.3648635631456726,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,4.0,25000.0,26.6665,223:5:10:20,T01,BASE:T01,105,0.021118815876100715
175,zro2_60_pass,18,36,zro2_60_pass:m018,slot_2,pass_main,T01,36,-1900.0,-22000.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,10.0,4,20,1.0,0.0,7.1437,0.7599,0.3648635631456726,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,4.0,100000.0,106.666,223:5:10:20,T01,BASE:T01,105,0.021118815876100715
176,zro2_60_pass,19,37,zro2_60_pass:m019,slot_2,pass_main,T06,37,-2300.0,-22000.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,6.0,1,15,1.0,0.0,11.4691,1.0405,0.3808113741387237,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,222222.22222222222,59.25888888888889,500:20:6:15,T06,BASE:T06,59,0.07474930192178522
